timestamp;runMode;algorithm;structure;dataType;distribution;structureSize;iterations;pivot;shellParam;time_us
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1495
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1864
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1422
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1425
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1457
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1410
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1445
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1401
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1391
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1435
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1609
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1520
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1434
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1488
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1500
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1422
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1833
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1477
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1472
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1438
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1457
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1419
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1478
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1410
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1440
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1458
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1436
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1432
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1430
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1436
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1400
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1427
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1394
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1391
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1522
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1441
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1404
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1443
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1401
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1388
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1387
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1436
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1414
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1461
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1387
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1381
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1449
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1398
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1455
2026-05-06 21:31:20;1;2;0;0;0;25000;50;-1;-1;1416
2026-05-06 21:31:20;1;2;0;1;0;25000;50;-1;-1;1698
2026-05-06 21:31:20;1;2;0;1;0;25000;50;-1;-1;2316
2026-05-06 21:31:20;1;2;0;1;0;25000;50;-1;-1;1753
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1672
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1669
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1687
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2163
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1677
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2706
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2529
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1687
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2134
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1669
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1702
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1747
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1841
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1829
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1748
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;3083
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1903
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1682
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1739
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1747
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1730
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2390
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1993
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2524
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1675
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2998
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2032
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2737
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1821
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1703
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1724
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1764
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1662
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2555
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2015
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2896
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2006
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1911
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1947
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2865
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1867
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1734
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2778
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2718
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1939
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;2861
2026-05-06 21:31:21;1;2;0;1;0;25000;50;-1;-1;1988
2026-05-06 21:31:21;1;2;0;2;0;25000;50;-1;-1;2148
2026-05-06 21:31:21;1;2;0;2;0;25000;50;-1;-1;2155
2026-05-06 21:31:21;1;2;0;2;0;25000;50;-1;-1;1733
2026-05-06 21:31:21;1;2;0;2;0;25000;50;-1;-1;1812
